OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-35197.CHEM,Sample-Routine,Water,Surface Water,2001-04-11,01:28:00,MST,,,,,2,m,,,,,,1934,2002-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: DOUG MCCARTY 31-AUG-12 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868211953,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-35197.CHEM/results/868211953/resdetectqntlmts,Laboratory Reporting Level,2,ug/l,,2020-12-04 11:43:03.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-35198.CHEM,Sample-Routine,Water,Surface Water,2001-04-11,01:26:00,MST,,,,,2,m,,,,,,1934,2002-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: JENNY HICKMAN 12-NOV-02 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868211961,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-35198.CHEM/results/868211961/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-12-04 11:43:03.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-37490.CHEM,Sample-Routine,Water,Surface Water,2002-03-06,11:20:30,MST,,,,,1,m,,,,,,1955,2003-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: JENNY HICKMAN 27-MAR-03 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868040511,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-37490.CHEM/results/868040511/resdetectqntlmts,Laboratory Reporting Level,2,ug/l,,2020-12-03 15:59:10.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-71719.CHEM,Sample-Routine,Water,Surface Water,2005-10-13,11:15:00,MST,,,,,13,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414043,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-71719.CHEM/results/863414043/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 16:28:14.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-79466.CHEM,Sample-Routine,Water,Surface Water,2006-12-01,02:30:00,MST,,,,,1,m,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863396163,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-79466.CHEM/results/863396163/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 16:22:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73377.CHEM,Sample-Routine,Water,Surface Water,2006-05-03,12:30:00,MST,,,,,2,m,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863389906,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73377.CHEM/results/863389906/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 16:22:23.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-79467.CHEM,Sample-Routine,Water,Surface Water,2006-12-01,02:38:00,MST,,,,,7,m,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863396202,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-79467.CHEM/results/863396202/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 16:22:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-79466.CHEM,Sample-Routine,Water,Surface Water,2006-12-01,02:30:00,MST,,,,,1,m,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863396162,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-79466.CHEM/results/863396162/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 16:22:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73377.CHEM,Sample-Routine,Water,Surface Water,2006-05-03,12:30:00,MST,,,,,2,m,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863389907,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73377.CHEM/results/863389907/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 16:22:23.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-82235.CHEM,Sample-Routine,Water,Surface Water,2008-03-13,02:00:00,MST,,,,,3,m,,,,,,2054,2009-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: JASON JONES 09-SEP-09 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863341598,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-82235.CHEM/results/863341598/resdetectqntlmts,Laboratory Reporting Level,.01,mg/l,,2020-11-20 14:59:15.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-82237.CHEM,Sample-Routine,Water,Surface Water,2008-03-13,01:45:00,MST,,,,,.5,m,,,,,,2054,2009-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: JASON JONES 09-SEP-09 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863341714,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-82237.CHEM/results/863341714/resdetectqntlmts,Laboratory Reporting Level,.01,mg/l,,2020-11-20 14:59:16.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-90542.CHEM,Sample-Routine,Water,Surface Water,2008-11-06,02:00:00,MST,,,,,.5,m,,,,,,2054,2009-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,TEST AMERICA SILVER TOTAL AND DISSOLVED FRACTION TEST NON-DETECT.. Approved status: AIKO CONDON 11-MAY-11 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863360135,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-90542.CHEM/results/863360135/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 15:00:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-82237.CHEM,Sample-Routine,Water,Surface Water,2008-03-13,01:45:00,MST,,,,,.5,m,,,,,,2054,2009-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: JASON JONES 09-SEP-09 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863341698,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-82237.CHEM/results/863341698/resdetectqntlmts,Laboratory Reporting Level,.01,mg/l,,2020-11-20 14:59:16.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-82235.CHEM,Sample-Routine,Water,Surface Water,2008-03-13,02:00:00,MST,,,,,3,m,,,,,,2054,2009-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,Approved status: JASON JONES 09-SEP-09 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863341580,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-82235.CHEM/results/863341580/resdetectqntlmts,Laboratory Reporting Level,.01,mg/l,,2020-11-20 14:59:15.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-90542.CHEM,Sample-Routine,Water,Surface Water,2008-11-06,02:00:00,MST,,,,,.5,m,,,,,,2054,2009-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,TEST AMERICA SILVER TOTAL AND DISSOLVED FRACTION TEST NON-DETECT.. Approved status: AIKO CONDON 11-MAY-11 12:00:00--- SAMPLE TAKEN: Migrated,,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863360125,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-90542.CHEM/results/863360125/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-20 15:00:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-84442.CHEM,Sample-Routine,Water,Surface Water,2009-03-19,01:20:00,MST,,,,,.5,m,,,,,,2079,2010-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,"GOLDEN ALGAE TEST RESULTS ABSENT.
TEST AMERICA TOTAL AND DISSOLVED SILVER NON DETECT.. Approved status: LEE JOHNSON 22-OCT-10 12:00:00--- SAMPLE TAKEN: Migrated",,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863327308,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-84442.CHEM/results/863327308/resdetectqntlmts,Laboratory Reporting Level,.01,mg/l,,2020-11-20 14:52:25.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-84442.CHEM,Sample-Routine,Water,Surface Water,2009-03-19,01:20:00,MST,,,,,.5,m,,,,,,2079,2010-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-11,100011,"GOLDEN ALGAE TEST RESULTS ABSENT.
TEST AMERICA TOTAL AND DISSOLVED SILVER NON DETECT.. Approved status: LEE JOHNSON 22-OCT-10 12:00:00--- SAMPLE TAKEN: Migrated",,,,33.8936111000,-111.6427778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863327321,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-84442.CHEM/results/863327321/resdetectqntlmts,Laboratory Reporting Level,.01,mg/l,,2020-11-20 14:52:25.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4424.CHEM,Sample-Routine,Water,Surface Water,1996-10-22,11:00:31,MST,,,,,1,m,,,,,,1830,1997-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867432053,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-4424.CHEM/results/867432053/resdetectqntlmts,Laboratory Reporting Level,20,ug/l,,2020-12-02 13:44:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-21011.CHEM,Sample-Routine,Water,Surface Water,1996-10-22,11:05:31,MST,,,,,5,m,,,,,,1830,1997-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867442439,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-21011.CHEM/results/867442439/resdetectqntlmts,Laboratory Reporting Level,20,ug/l,,2020-12-02 13:45:43.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4423.CHEM,Sample-Routine,Water,Surface Water,1997-09-09,02:25:31,MST,,,,,5,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867412230,,None,Copper,Total,19,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,,,,,,2020-12-02 13:17:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4418.CHEM,Sample-Routine,Water,Surface Water,1997-03-27,03:00:31,MST,,,,,1,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867412063,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-4418.CHEM/results/867412063/resdetectqntlmts,Laboratory Reporting Level,20,ug/l,,2020-12-02 13:17:35.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4421.CHEM,Sample-Routine,Water,Surface Water,1997-06-25,10:25:31,MST,,,,,4,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867412154,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,The laboratory detection limit is missing for this parameter and was estimated based on available data.,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-4421.CHEM/results/867412154/resdetectqntlmts,Laboratory Reporting Level,.6,ug/l,,2020-12-02 13:17:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-21010.CHEM,Sample-Routine,Water,Surface Water,1997-03-27,03:10:31,MST,,,,,3,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867421620,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,The laboratory detection limit is missing for this parameter and was estimated based on available data.,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-21010.CHEM/results/867421620/resdetectqntlmts,Laboratory Reporting Level,.6,ug/l,,2020-12-02 13:18:30.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-21007.CHEM,Sample-Routine,Water,Surface Water,1997-09-09,02:20:31,MST,,,,,3,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867421584,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,The laboratory detection limit is missing for this parameter and was estimated based on available data.,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-21007.CHEM/results/867421584/resdetectqntlmts,Laboratory Reporting Level,.6,ug/l,,2020-12-02 13:18:30.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4422.CHEM,Sample-Routine,Water,Surface Water,1997-09-09,02:15:31,MST,,,,,1,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867412192,,None,Copper,Total,19,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,,,,,,2020-12-02 13:17:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4419.CHEM,Sample-Routine,Water,Surface Water,1997-06-25,10:15:31,MST,,,,,1,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867412093,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,The laboratory detection limit is missing for this parameter and was estimated based on available data.,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-4419.CHEM/results/867412093/resdetectqntlmts,Laboratory Reporting Level,.6,ug/l,,2020-12-02 13:17:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-4420.CHEM,Sample-Routine,Water,Surface Water,1997-06-25,10:20:31,MST,,,,,3,m,,,,,,1855,1998-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-17,100018,Approved status: AMANDA FAWLEY 23-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,,,,32.7202825000,-109.7049642000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-867412122,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,The laboratory detection limit is missing for this parameter and was estimated based on available data.,,,,,,,,,,UNKNOWN,AZDEQ_SW,UNKNOWN,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-4420.CHEM/results/867412122/resdetectqntlmts,Laboratory Reporting Level,.6,ug/l,,2020-12-02 13:17:36.0,STORET
