OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24923.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,Duplicate sample--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093540,,as Mg,Magnesium,Dissolved,19,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24923.CHEM/results/850093540/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:04:58.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24923.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,Duplicate sample--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093566,,as Ca,Calcium,Dissolved,140,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24923.CHEM/results/850093566/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:04:59.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24904.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093333,,as Mg,Magnesium,Total,18,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24904.CHEM/results/850093333/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:04:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24923.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,Duplicate sample--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093580,,as Ca,Calcium,Total,140,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24923.CHEM/results/850093580/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:04:59.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24923.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,Duplicate sample--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093538,,None,Potassium,Total,1.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24923.CHEM/results/850093538/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:04:58.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24904.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093357,,as Na,Sodium,Total,22,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24904.CHEM/results/850093357/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:04:55.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24904.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093387,,as Ca,Calcium,Total,140,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24904.CHEM/results/850093387/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:04:55.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24904.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093343,,as Mg,Magnesium,Dissolved,19,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24904.CHEM/results/850093343/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:04:55.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24904.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093392,,as Na,Sodium,Dissolved,23,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24904.CHEM/results/850093392/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:04:55.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24923.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,Duplicate sample--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093536,,None,Potassium,Dissolved,1.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24923.CHEM/results/850093536/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:04:58.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24923.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2020-01-23,03:35:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62117,111613,Duplicate sample--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4838800000,-110.7136400000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850093554,,as Na,Sodium,Total,22,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24923.CHEM/results/850093554/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:04:58.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578179,,as Mg,Magnesium,Dissolved,6.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578179/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578177,,as Ca,Calcium,Total,88,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578177/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578202,,as Na,Sodium,Total,9.1,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578202/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578215,,,Potassium,Dissolved,1.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578215/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578178,,as Mg,Magnesium,Total,6.8,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578178/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578203,,as Na,Sodium,Dissolved,9,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578203/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578214,,,Potassium,Total,1.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578214/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24922.CHEM,Sample-Routine,Water,Surface Water,2020-01-23,02:25:00,MST,,,,,,,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-62146,111629,Clear water with iron (brown) staining along stream channel bottom. Sample collected post adit plug installation.--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4846770000,-110.7199240000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-901578176,,as Ca,Calcium,Dissolved,87,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24922.CHEM/results/901578176/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2021-07-01 15:53:12.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087592,,as Mg,Magnesium,Total,18,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087592/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087595,,as Na,Sodium,Dissolved,14,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087595/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087613,,as Ca,Calcium,Total,42,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087613/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087564,,None,Potassium,Total,1.4,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087564/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087614,,as Na,Sodium,Total,14,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087614/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087615,,as Mg,Magnesium,Dissolved,18,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087615/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087621,,as Ca,Calcium,Dissolved,41,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087621/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24959.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,11:30:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2673,111238,"Sampled abv. large pool @ waterfall. DS 300' is yellow tailings in channel. Chlydophera abundant, no fish, road sluffing into channel, lots of black fly larva.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7528556000,-110.4770583000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087571,,None,Potassium,Dissolved,1.4,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24959.CHEM/results/850087571/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:54.0,STORET
